area_code,migrant?,male?,muslim?,age,value
1,true,false,true,32,1402.1333333333334
1,true,false,true,33,1402.1333333333334
1,true,false,true,34,1402.1333333333334
1,true,false,true,35,1402.1333333333334
1,true,false,true,36,1402.1333333333334
1,true,false,true,37,1402.1333333333334
1,true,false,true,38,1402.1333333333334
1,true,false,true,39,1402.1333333333334
1,true,false,true,40,1402.1333333333334
1,true,false,true,41,1402.1333333333334
1,true,false,true,42,1402.1333333333334
1,true,false,true,43,1402.1333333333334
1,true,false,true,44,1402.1333333333334
1,true,false,true,45,1402.1333333333334
1,true,false,true,46,1402.1333333333334
1,true,false,true,47,1402.1333333333334
1,true,false,true,48,1402.1333333333334
1,true,false,true,49,1402.1333333333334
1,true,false,true,50,1402.1333333333334
1,true,false,true,51,1402.1333333333334
1,true,false,true,52,1402.1333333333334
1,true,false,true,53,1402.1333333333334
1,true,false,true,54,1402.1333333333334
1,true,false,true,55,484.6
1,true,false,true,56,484.6
1,true,false,true,57,484.6
1,true,false,true,58,484.6
1,true,false,true,59,484.6
1,true,false,true,60,484.6
1,true,false,true,61,484.6
1,true,false,true,62,484.6
1,true,false,true,63,484.6
1,true,false,true,64,484.6
1,true,false,true,65,292.4
1,true,false,true,66,292.4
1,true,false,true,67,292.4
1,true,false,true,68,292.4
1,true,false,true,69,292.4
1,true,false,true,70,292.4
1,true,false,true,71,292.4
1,true,false,true,72,292.4
1,true,false,true,73,292.4
1,true,false,true,74,292.4
1,true,false,true,75,292.4
1,true,false,true,76,292.4
1,true,false,true,77,292.4
1,true,false,true,78,292.4
1,true,false,true,79,292.4
1,true,false,true,80,15.5
1,true,false,true,81,15.5
1,true,false,true,82,15.5
1,true,false,true,83,15.5
1,true,false,true,84,15.5
1,true,false,true,85,15.5
1,true,false,true,86,15.5
1,true,false,true,87,15.5
1,true,false,true,88,15.5
1,true,false,true,89,15.5
1,true,false,true,90,15.5
1,true,false,true,91,15.5
1,true,false,true,92,15.5
1,true,false,true,93,15.5
