immigrant?,male?,muslim?,age,integration,trust,deprivation,fundamentalism
1.0,0,0.0,2.0,"[-0.36363636363636354, 0.7272727272727271]","[0.375, 1.25]","[0.4030843373493975, -0.5222168674698795]","[0.7692307692307692, 1.3122171945701355]"
1.0,0,1.0,2.0,[0.36363636363636376],[1.125],[-0.5846746987951807],[1.239819004524887]
0.0,1,0.0,2.0,"[0.0, -0.18181818181818188, 0.5454545454545454, 0.36363636363636376, -0.36363636363636354, -0.5454545454545454, 0.9090909090909092, -0.5454545454545454, 0.18181818181818166, -0.18181818181818188, -0.5454545454545454, 0.18181818181818166, -0.36363636363636354, -0.36363636363636354, -0.18181818181818188, -0.36363636363636354, -0.18181818181818188, 0.18181818181818166, 0.5454545454545454, 0.5454545454545454, 0.36363636363636376, -0.18181818181818188, 0.0, 0.0, 0.7272727272727271, 0.0, 0.18181818181818166, -0.7272727272727273, -0.5454545454545454, 0.18181818181818166, 0.18181818181818166, 0.7272727272727271, 0.36363636363636376, 0.5454545454545454, -0.18181818181818188, 1.272727272727273, -0.18181818181818188, -0.9090909090909092, 0.18181818181818166, 0.0, -0.18181818181818188, -0.9090909090909092, 0.18181818181818166, 0.9090909090909092, 0.9090909090909092, 0.36363636363636376, 0.18181818181818166, 0.5454545454545454, 0.9090909090909092, -0.5454545454545454, 0.0, 0.0, -0.18181818181818188, 1.6363636363636362, 0.5454545454545454, 0.36363636363636376, 0.0, 0.5454545454545454, -0.36363636363636354, 0.18181818181818166, 0.0, 0.0, -0.18181818181818188, 0.0, 0.18181818181818166, -0.18181818181818188, -0.18181818181818188, 0.36363636363636376, 0.0, 2.0, 1.272727272727273, 0.36363636363636376, -0.18181818181818188, 0.36363636363636376, -0.5454545454545454, -0.9090909090909092, -0.9090909090909092, -0.36363636363636354, 0.0, 0.18181818181818166, 0.18181818181818166, 0.5454545454545454, -0.36363636363636354, 0.0, -0.9090909090909092, -0.18181818181818188, 0.0, -0.5454545454545454, -1.2727272727272727, -1.2727272727272727, -1.0909090909090908, -0.36363636363636354, -0.9090909090909092, 0.18181818181818166, -0.7272727272727273, -0.36363636363636354, -0.7272727272727273, 0.0, -0.5454545454545454, 0.18181818181818166, -0.36363636363636354, 0.0, 0.36363636363636376, 1.0909090909090908, -0.5454545454545454, 0.7272727272727271, -0.9090909090909092, -0.36363636363636354, 0.9090909090909092, 0.5454545454545454, -0.9090909090909092, -0.5454545454545454, 0.5454545454545454, -0.18181818181818188, -0.18181818181818188, -0.36363636363636354, 0.36363636363636376, 0.0, 0.18181818181818166, 0.0, 1.272727272727273, -0.7272727272727273, -0.36363636363636354, 0.36363636363636376, -0.5454545454545454, -0.18181818181818188]","[0.0, 0.0, 0.75, 0.625, 1.125, 1.0, 0.875, 1.25, 0.75, 0.5, -0.625, 1.125, 0.5, 0.125, 0.375, 0.125, 0.0, 0.625, 1.5, 0.375, 0.5, 1.0, 0.875, 1.375, 0.25, 2.0, 1.625, 2.0, 1.375, 0.75, 0.25, 0.75, 0.0, 1.0, 1.0, 0.25, 0.25, 0.0, 0.875, 1.5, 0.25, 0.125, 1.5, -0.125, 1.125, 0.125, 1.125, 0.875, 1.375, 1.125, 1.25, 0.5, -2.0, 1.625, 2.0, 1.25, 0.625, -0.5, 0.0, 0.25, 0.625, 1.25, 1.0, 0.375, 0.625, 0.0, 0.25, 0.875, 1.25, 1.875, 1.5, 0.5, 0.75, 0.375, 0.875, -0.25, -1.0, 1.625, 1.125, 0.875, 0.625, 1.875, 0.5, 1.375, 1.125, 0.25, 0.875, 1.25, 0.5, 0.625, -0.75, 0.75, 0.125, 0.75, 0.5, 0.375, 1.0, 1.125, 1.375, 0.875, -0.5, 0.875, 0.25, 1.25, 0.125, 1.125, 0.125, 0.375, 0.875, 0.875, 1.25, 0.25, 0.625, 0.625, 0.25, 1.0, 0.5, 0.5, 0.5, -0.125, 1.25, 1.25, 0.75, 1.0, 1.625, 0.25]","[1.201542168674699, 0.5462489959839356, 0.3002730923694781, -0.0706184738955824, 1.0824096385542168, 0.9795983935742969, -0.1171148594377509, 0.4030843373493975, 0.751871485943775, 1.1006586345381528, 0.9978473895582329, 0.3223775100401607, 0.09465060240963874, 1.3062811244979917, 0.6711646586345381, 0.751871485943775, 0.9171405622489961, 0.4655421686746988, 0.7922248995983936, 0.6894136546184741, -0.014303614457831237, 0.5683534136546182, 0.11675502008032135, 0.0139437751004019, 1.2659277108433735, 0.6490602409638555, -0.8931084337349398, 0.5462489959839356, 1.201542168674699, 0.8546827309236948, 1.715598393574297, 0.7922248995983936, 0.9171405622489961, 0.5683534136546182, 0.7739759036144576, 1.1006586345381528, 0.7115180722891568, 1.098730923694779, 1.0603052208835342, 1.2659277108433735, 0.7115180722891568, 0.8143293172690762, 0.3809799196787149, 0.8767871485943775, 0.9795983935742969, 0.8546827309236948, -0.5606425702811244, 0.13500401606425694, -0.6029236947791166, 1.098730923694779, 0.6874859437751004, 0.6730923694779118, 1.0843373493975905, 0.6730923694779118, -0.04851405622489957, 0.4837911646586348, 1.098730923694779, 0.9959196787148596, 0.4655421686746988, 1.5848995983935743, 1.201542168674699, -0.6634538152610441, -0.6029236947791166, 0.8546827309236948, 0.5462489959839356, 0.7115180722891568, 0.5866024096385543, 0.6874859437751004, 0.25991967871485944, 0.3223775100401607, -0.5222168674698795, -0.31659437751003994, 0.07254618473895613, 0.6894136546184741, -0.8367935742971888, -0.14939759036144573, 0.7902971887550203, -0.3569477911646588, 0.09465060240963874, -0.6653815261044178, 0.6711646586345381, 0.0542971887550201, -0.7662650602409637, -0.7681927710843375, -0.25413654618473913, 1.0603052208835342, 0.3406265060240963, 0.4674698795180725, -0.45975903614457847, -0.1109718875502006, -1.5564722891566265, -0.04658634538152606, 0.8143293172690762, 0.2618473895582327, -0.6311710843373495, -0.32273734939759025, -1.0746987951807228, 0.6087068273092369, 0.15903614457831328, 0.6730923694779118, -0.3569477911646588, 0.0139437751004019, 0.15710843373493955, -0.8710040160642571, 0.8546827309236948, -1.116979919678715, 0.13500401606425694, 0.8950361445783135, 0.6634538152610441, -1.425413654618474, 0.25991967871485944, 1.5099759036144578, -0.8931084337349398, -0.5625702811244981, 0.8546827309236948, 1.3043534136546184, 0.9978473895582329, 1.1631164658634536, 0.8143293172690762, 0.8143293172690762, 0.25991967871485944, -0.9113574297188756, 1.4311967871485947, -0.3569477911646588, -0.45975903614457847, -0.19167871485943766]","[1.3122171945701355, 0.5339366515837103, 0.2986425339366514, 0.6606334841628958, -0.06334841628959276, 0.6244343891402715, 0.04524886877828038, 0.5339366515837103, 0.6425339366515836, 1.0950226244343892, 0.9683257918552037, -0.045248868778280604, 0.08144796380090513, 0.3529411764705883, 0.2624434389140271, 0.316742081447964, 0.4615384615384617, 1.076923076923077, 0.4253393665158369, 1.3122171945701355, 1.004524886877828, 1.1674208144796379, 1.0588235294117645, 1.1674208144796379, 0.9502262443438916, 0.8959276018099547, 0.4615384615384617, 0.3529411764705883, 0.751131221719457, 0.7692307692307692, 0.28054298642533926, 0.3891402714932126, 0.4072398190045248, 0.7149321266968327, 0.33484162895927616, 0.3891402714932126, 1.819004524886878, 1.8371040723981902, 0.7330316742081449, 0.3891402714932126, 0.4253393665158369, 0.2624434389140271, 0.6968325791855206, 0.009049773755656076, 0.316742081447964, 0.4434389140271495, 0.3891402714932126, 0.5158371040723981, 0.28054298642533926, 0.7873303167420813, -0.3891402714932126, 1.4208144796380089, 1.3303167420814481, 0.1357466063348416, -1.1674208144796379, -0.009049773755656076, 0.9502262443438916, 0.33484162895927616, 1.2036199095022626, 0.7873303167420813, 0.1357466063348416, -1.0407239819004523, 1.5475113122171944, 1.0588235294117645, 0.678733031674208, -0.29864253393665163, 0.3891402714932126, 0.08144796380090513, 0.33484162895927616, 0.9683257918552037, -0.6968325791855203, 0.570135746606335, -0.08144796380090491, -0.08144796380090491, -0.33484162895927594, -0.19004524886877827, 1.0950226244343892, -0.497737556561086, 0.37104072398190047, 0.4434389140271495, 0.24434389140271495, -0.2624434389140271, 0.37104072398190047, 0.9140271493212668, 0.8959276018099547, 1.7104072398190047, 0.9864253393665159, 0.8597285067873304, 0.678733031674208, 1.0407239819004523, 1.3303167420814481, 0.9864253393665159, 1.076923076923077, 0.7149321266968327, 0.4072398190045248, 0.8235294117647061, 0.37104072398190047, 1.3122171945701355, 1.257918552036199, 0.7692307692307692, 0.3529411764705883, 0.6606334841628958, 0.9502262443438916, 0.3529411764705883, 0.6968325791855206, 0.8054298642533935, 1.2760180995475112, 0.9683257918552037, 0.2262443438914028, 0.9502262443438916, 0.8597285067873304, 1.4027149321266967, 0.9502262443438916, 0.6425339366515836, 0.7149321266968327, -0.009049773755656076, 0.1719457013574659, 0.1900452488687785, -0.28054298642533926, -0.9864253393665159, 0.5520361990950224, -0.2624434389140271, -0.19004524886877827, 1.004524886877828, 0.9140271493212668, 0.06334841628959298]"
0.0,1,1.0,2.0,"[1.0909090909090908, 0.9090909090909092]","[0.75, 1.0]","[0.9574939759036143, 0.3406265060240963]","[1.6923076923076925, 0.678733031674208]"
1.0,1,0.0,2.0,"[-0.18181818181818188, 0.0, -0.18181818181818188, -0.36363636363636354, 0.9090909090909092, 0.7272727272727271, 0.0]","[-0.125, 1.0, 0.5, 0.75, 1.5, 1.25, 0.625]","[-0.6029236947791166, -0.6250281124497992, 0.6490602409638555, 1.0603052208835342, 0.3002730923694781, -0.35502008032128507, 0.6308112449799199]","[1.2760180995475112, 0.5158371040723981, 1.2036199095022626, 0.8778280542986425, 0.4434389140271495, -0.2624434389140271, 0.8959276018099547]"
1.0,1,1.0,2.0,"[0.18181818181818166, 0.5454545454545454, -0.36363636363636354]","[0.25, 1.75, 1.875]","[0.3223775100401607, 0.15710843373493955, -0.8306506024096387]","[0.33484162895927616, 0.5158371040723981, 0.5158371040723981]"
0.0,0,0.0,3.0,"[1.272727272727273, 1.0909090909090908, 0.7272727272727271, 0.0, -0.36363636363636354, -0.36363636363636354, -0.7272727272727273, 0.36363636363636376, 0.18181818181818166, 0.18181818181818166, -0.9090909090909092, 0.7272727272727271, 0.18181818181818166, 0.0, -0.5454545454545454, 0.36363636363636376, -0.7272727272727273, 0.0, -0.36363636363636354, 0.18181818181818166, -0.7272727272727273, -0.36363636363636354, -0.36363636363636354, 0.18181818181818166, 0.5454545454545454, 0.7272727272727271, 0.5454545454545454, 0.0, 0.5454545454545454, 0.9090909090909092, -0.18181818181818188, 0.5454545454545454, 0.36363636363636376, 0.36363636363636376, 0.5454545454545454, 0.7272727272727271, 0.36363636363636376, 0.0, -0.18181818181818188, 0.9090909090909092, 0.36363636363636376, 0.5454545454545454, -0.9090909090909092, 0.18181818181818166, -0.18181818181818188, 0.7272727272727271, -0.7272727272727273, 0.7272727272727271, -0.36363636363636354, 0.18181818181818166, 0.7272727272727271, 0.0, 0.9090909090909092, -0.18181818181818188, 0.0, 0.9090909090909092, 0.18181818181818166, 0.0, -0.36363636363636354, 0.0, -0.7272727272727273, 0.0, -0.9090909090909092, -0.9090909090909092, 0.5454545454545454, 0.36363636363636376, -0.36363636363636354, 0.9090909090909092, 0.0, 1.272727272727273, 1.272727272727273, 0.5454545454545454, -0.18181818181818188, 0.0, 1.0909090909090908, -0.18181818181818188, 0.0, 0.5454545454545454, 0.9090909090909092, -0.5454545454545454, 0.7272727272727271, -0.9090909090909092, -0.18181818181818188, -1.4545454545454546, 0.36363636363636376, 0.18181818181818166, -1.0909090909090908, -0.36363636363636354, -0.5454545454545454, 0.7272727272727271, 0.5454545454545454, -0.18181818181818188, 0.0, 0.0, -0.36363636363636354, 0.18181818181818166, 0.5454545454545454, 0.36363636363636376, 0.36363636363636376, 0.36363636363636376, -0.36363636363636354, 0.5454545454545454, -0.7272727272727273, -0.36363636363636354, 0.36363636363636376, 0.5454545454545454, 0.18181818181818166, 0.0, 0.18181818181818166, 0.18181818181818166, 0.0, -0.7272727272727273, -0.9090909090909092, -0.9090909090909092, 0.0, 0.36363636363636376, 0.0, -0.36363636363636354, 1.4545454545454546, 0.18181818181818166, 0.36363636363636376, 0.7272727272727271, 0.0, -0.7272727272727273, 0.18181818181818166, -0.7272727272727273, 0.5454545454545454, -1.0909090909090908, -0.36363636363636354, 0.36363636363636376, 1.4545454545454546, -0.18181818181818188, 0.18181818181818166, 0.18181818181818166, -0.18181818181818188, 0.0, 0.36363636363636376, 0.0, 0.18181818181818166, 0.36363636363636376, 0.9090909090909092, 0.18181818181818166, 0.0, -0.7272727272727273, 0.7272727272727271, 0.0, 0.0, -0.18181818181818188, 0.0, 0.5454545454545454, -0.36363636363636354, -0.7272727272727273, 0.0, -0.18181818181818188, -0.7272727272727273, -0.9090909090909092, 0.18181818181818166, 0.5454545454545454, 0.0, -0.18181818181818188, 0.9090909090909092, 0.0, -0.9090909090909092, 1.0909090909090908, 0.18181818181818166, 0.18181818181818166, 0.0, -0.36363636363636354, 0.36363636363636376, -0.7272727272727273, 0.0, 0.36363636363636376, 0.18181818181818166, -0.36363636363636354, -0.36363636363636354, 0.0, 0.18181818181818166, 0.0, 0.36363636363636376, 1.0909090909090908, 0.36363636363636376, 0.18181818181818166, 0.5454545454545454, -0.9090909090909092, -0.18181818181818188, -0.9090909090909092, -1.0909090909090908, -0.36363636363636354, 0.0, 0.5454545454545454, 0.0, -0.7272727272727273, -0.7272727272727273, 0.0, 0.0, 0.0, -0.18181818181818188, -0.7272727272727273, 0.0, 0.36363636363636376, 0.5454545454545454, -0.36363636363636354, -0.36363636363636354]","[-0.5, 1.625, 1.375, 0.875, 0.875, 0.625, 0.875, 0.75, -0.25, 0.75, 1.5, 0.5, -0.875, 0.0, -0.25, 0.875, 1.5, -1.25, -0.25, 1.0, 1.25, 1.25, 1.375, 0.375, 0.5, 0.375, 0.375, 0.25, 0.625, 0.5, 1.625, 0.625, -0.75, -0.125, -0.375, 0.875, 0.875, 1.0, 0.25, 1.0, -0.5, 0.5, 1.0, -0.875, 0.0, -0.5, -0.375, 0.875, 0.375, 0.0, 0.75, 0.625, 1.875, 0.25, 0.375, 0.5, 0.75, 1.5, 1.375, 0.5, 1.5, 0.625, 1.125, 1.0, 1.375, 1.125, 0.25, 1.0, 0.625, 0.25, 0.25, -0.125, 0.875, 0.625, 0.375, 0.375, 0.25, 1.375, 0.75, -0.375, 0.375, 0.625, 0.75, -1.5, -0.375, 0.0, -2.0, 0.125, 0.25, 0.25, 0.375, 0.375, 0.875, 1.25, 1.625, 0.5, 1.25, 0.25, 0.875, 0.625, 0.125, -0.375, 0.25, 1.5, 1.25, 1.0, 0.375, -0.5, 1.375, 0.5, 0.375, 0.5, 0.625, -0.25, 0.5, 0.75, 0.25, 0.125, 0.125, 0.125, 1.0, 1.0, 0.0, 1.625, 0.75, 0.75, -0.75, -1.375, -0.75, -1.25, -0.625, -0.875, -0.125, 1.0, 0.5, 1.625, 0.125, 0.375, 1.0, 0.625, 1.25, 0.375, 0.25, -0.125, 0.5, 1.375, 0.5, 0.875, 0.25, 0.75, 0.5, 0.75, 1.125, 0.0, 1.125, 0.25, 0.125, 1.0, 0.375, 0.25, 1.0, 0.25, 0.5, 0.625, 1.25, -0.5, 0.875, 1.0, 0.625, 0.5, 0.25, 1.625, 1.0, 1.375, 0.75, 0.125, 0.875, 0.125, 1.0, 0.75, 1.0, 1.25, -0.375, 0.5, -0.375, 0.25, 0.75, 1.125, 0.875, 1.125, 0.75, 0.125, 0.625, 1.125, 1.125, 1.75, 2.0, 0.875, 0.875, 0.0, 1.0, 1.375, 1.375]","[-0.31659437751003994, 0.8950361445783135, -0.3790522088353414, 1.3062811244979917, -1.1452273092369478, 0.0139437751004019, -0.29448995983935733, 1.201542168674699, -0.00816064257028093, 1.2034698795180723, -0.15132530120481924, 1.098730923694779, 1.0843373493975905, -0.2522088353413654, -0.21378313253012027, 1.247678714859438, 0.3646586345381526, 0.8787148594377512, 0.4674698795180725, 1.2659277108433735, 0.8950361445783135, 0.5683534136546182, 0.8931084337349398, 1.4071646586345383, 1.4859437751004014, 0.9171405622489961, 1.4071646586345383, 0.9795983935742969, 0.584674698795181, 1.2255742971887553, 0.8950361445783135, 0.5866024096385543, 1.019951807228916, 0.6874859437751004, -0.25413654618473913, -0.03026506024096376, -0.7278393574297188, 0.6490602409638555, 1.098730923694779, 0.056224899598393385, 0.6490602409638555, 0.6730923694779118, 0.9574939759036143, -0.13307630522088343, 0.7759036144578313, 0.15903614457831328, 0.5058955823293174, -0.00816064257028093, 0.4674698795180725, 0.8546827309236948, 0.9978473895582329, -0.3569477911646588, -0.4818634538152611, 0.23781526104417683, 0.9795983935742969, 0.8546827309236948, 1.383132530120482, -0.13307630522088343, -0.3973012048192772, 0.03219277108433749, 0.7115180722891568, 0.09465060240963874, 1.098730923694779, 1.098730923694779, 0.5683534136546182, 0.8787148594377512, -0.13307630522088343, 1.4311967871485947, -1.383132530120482, 0.3809799196787149, 1.0138088353413655, 0.7759036144578313, 1.2034698795180723, 1.2880321285140561, 0.570281124497992, -0.00816064257028093, 0.6711646586345381, -0.19167871485943766, 0.4655421686746988, 0.8931084337349398, 1.4090923694779116, 0.751871485943775, 0.9959196787148596, 0.6730923694779118, 0.7759036144578313, 0.8787148594377512, 0.6730923694779118, -0.6634538152610441, -0.7902971887550201, 0.44343775100401617, 1.1006586345381528, 0.9959196787148596, 1.098730923694779, -0.00816064257028093, 0.7922248995983936, 0.5058955823293174, 1.019951807228916, 1.2034698795180723, 0.8931084337349398, 0.44343775100401617, 0.6634538152610441, 0.6874859437751004, 0.25991967871485944, 1.4859437751004014, 0.17342971887550185, 0.9978473895582329, 1.4715502008032129, -0.03026506024096376, 0.4837911646586348, 0.8546827309236948, -0.1109718875502006, 1.2880321285140561, 1.2034698795180723, 1.6127871485943777, 1.89718875502008, 0.8950361445783135, 0.3809799196787149, -0.1109718875502006, -0.04658634538152606, 0.9959196787148596, 0.5058955823293174, 0.8931084337349398, 0.15903614457831328, 0.3223775100401607, 1.3043534136546184, 1.098730923694779, 1.019951807228916, 0.4674698795180725, 0.8787148594377512, 1.18714859437751, 1.6127871485943777, -0.14939759036144573, 0.9171405622489961, 0.4674698795180725, 0.3627309236947789, 0.584674698795181, 0.3809799196787149, 0.8364337349397593, 0.13500401606425694, -0.25413654618473913, -0.25413654618473913, -0.8710040160642571, 0.13500401606425694, 0.09465060240963874, 0.8950361445783135, 0.4251887550200806, 0.7759036144578313, 0.27816867469879547, 0.15710843373493955, 0.9171405622489961, 1.2034698795180723, 1.5099759036144578, -1.0362730923694778, 1.0603052208835342, 0.9815261044176706, -0.3569477911646588, 0.4655421686746988, 0.6087068273092369, 1.3043534136546184, -0.8710040160642571, -1.116979919678715, 0.8364337349397593, 1.2034698795180723, -1.0424160642570282, 0.09465060240963874, 0.6730923694779118, -0.7681927710843375, -0.04658634538152606, 1.1227630522088354, 1.3043534136546184, 0.5866024096385543, -0.8710040160642571, 0.0542971887550201, 0.21956626506024124, -0.8306506024096387, -0.6653815261044178, 0.44343775100401617, 0.23781526104417683, 0.4655421686746988, -0.15132530120481924, -0.5222168674698795, -1.0362730923694778, -0.9959196787148594, 0.1974618473895582, 0.584674698795181, 1.1775100401606426, -0.5222168674698795, -0.9718875502008033, -0.27624096385542174, -0.00816064257028093, 0.6490602409638555, 0.5058955823293174, 0.6490602409638555, 0.4030843373493975, 0.23781526104417683, -0.27624096385542174, -0.3973012048192772, 0.7115180722891568, -0.6653815261044178, 1.4859437751004014, -0.31659437751003994, 0.25991967871485944, -1.2480385542168675]","[1.1674208144796379, -0.33484162895927594, 0.37104072398190047, 1.0588235294117645, 0.6968325791855206, 1.3846153846153846, 0.4434389140271495, 0.02714932126696823, 1.1493212669683257, 0.7873303167420813, 0.932126696832579, 1.3303167420814481, 0.4072398190045248, 0.316742081447964, 0.28054298642533926, 0.3529411764705883, 0.11764705882352944, 0.1900452488687785, 0.1357466063348416, 0.497737556561086, 0.8597285067873304, 1.2036199095022626, -0.3167420814479638, 1.1493212669683257, 1.0407239819004523, 0.9864253393665159, 0.9864253393665159, 1.2760180995475112, 1.1493212669683257, 0.9140271493212668, 0.8054298642533935, 0.497737556561086, 0.4615384615384617, 0.5158371040723981, 0.8597285067873304, 0.33484162895927616, 0.6244343891402715, 0.6244343891402715, 0.1357466063348416, 0.8235294117647061, 1.0588235294117645, 0.497737556561086, 0.5339366515837103, 0.009049773755656076, -0.19004524886877827, 0.497737556561086, 1.7104072398190047, 0.6606334841628958, 0.497737556561086, 0.8416289592760182, 1.2036199095022626, -1.83710407239819, 0.8416289592760182, 0.8416289592760182, 0.4253393665158369, 0.5520361990950224, 0.1900452488687785, 0.47963800904977383, 0.24434389140271495, 0.8959276018099547, 0.8416289592760182, 0.37104072398190047, 0.1900452488687785, 0.33484162895927616, 0.4253393665158369, 0.8416289592760182, 0.9502262443438916, 0.497737556561086, 0.316742081447964, 0.678733031674208, 0.7873303167420813, 0.4615384615384617, 0.932126696832579, 1.67420814479638, 0.5520361990950224, 0.11764705882352944, -0.02714932126696823, -0.6244343891402715, -0.29864253393665163, 0.6968325791855206, -0.5158371040723981, 1.2941176470588234, 0.7873303167420813, 0.8235294117647061, 0.7692307692307692, 1.6199095022624435, 1.6380090497737556, 1.0226244343891402, 0.8054298642533935, 1.1493212669683257, 0.5882352941176472, 0.6606334841628958, 0.47963800904977383, 0.8416289592760182, 0.15384615384615374, 0.316742081447964, 1.7647058823529411, 0.316742081447964, 0.47963800904977383, 0.8597285067873304, -0.19004524886877827, 0.570135746606335, 0.316742081447964, 1.2217194570135748, 0.2624434389140271, 0.5158371040723981, 1.2941176470588234, 1.18552036199095, 1.0226244343891402, 1.0588235294117645, 0.751131221719457, 0.6606334841628958, 1.4389140271493215, 1.51131221719457, 1.004524886877828, -0.42533936651583715, -0.02714932126696823, 0.2986425339366514, 0.47963800904977383, 0.8054298642533935, -0.06334841628959276, 0.7692307692307692, 0.20814479638009065, 0.5520361990950224, 0.8416289592760182, 0.8959276018099547, 0.11764705882352944, 1.239819004524887, 0.570135746606335, 0.570135746606335, 0.8416289592760182, -0.47963800904977383, 0.5339366515837103, 1.257918552036199, -0.02714932126696823, 0.33484162895927616, 1.0407239819004523, 0.09954751131221728, -0.009049773755656076, -0.28054298642533926, 0.11764705882352944, 0.4434389140271495, 0.8778280542986425, 0.11764705882352944, 0.9683257918552037, -0.11764705882352944, 0.5882352941176472, -0.24434389140271495, 0.8416289592760182, 0.11764705882352944, 0.6968325791855206, 0.6606334841628958, 1.0407239819004523, 1.7104072398190047, 1.0950226244343892, 1.3303167420814481, 0.15384615384615374, -0.11764705882352944, 0.24434389140271495, 0.4615384615384617, 0.15384615384615374, 0.08144796380090513, 0.678733031674208, 0.8778280542986425, 0.9502262443438916, -0.42533936651583715, 1.51131221719457, 1.257918552036199, 0.2986425339366514, 0.6606334841628958, 0.8054298642533935, 1.1131221719457014, 0.7873303167420813, 0.497737556561086, 0.6968325791855206, 1.0226244343891402, 0.5158371040723981, 0.570135746606335, 0.7149321266968327, 0.751131221719457, 0.7873303167420813, -0.06334841628959276, 0.9864253393665159, 0.6606334841628958, 0.7873303167420813, 1.0588235294117645, 0.5882352941176472, 0.8778280542986425, 0.5339366515837103, 0.04524886877828038, 0.47963800904977383, 1.2036199095022626, 1.3484162895927603, 1.004524886877828, 0.8959276018099547, 0.497737556561086, 0.6606334841628958, 1.0950226244343892, 0.5882352941176472, 0.9864253393665159, 0.7149321266968327, 0.7330316742081449, 0.7692307692307692]"
0.0,0,1.0,3.0,"[0.0, -0.36363636363636354, 0.0]","[0.375, 0.75, 0.25]","[-0.13307630522088343, -0.14939759036144573, 0.3809799196787149]","[1.4389140271493215, 0.8416289592760182, 1.1493212669683257]"
1.0,0,0.0,3.0,"[0.5454545454545454, 0.0, 0.9090909090909092, 0.36363636363636376, -0.5454545454545454, -0.7272727272727273, -0.5454545454545454]","[0.75, 0.5, -1.375, 0.0, 0.25, 0.0, -0.75]","[1.201542168674699, 0.03219277108433749, 0.2618473895582327, -0.3569477911646588, -0.41940562248995983, -0.8085461847389559, -0.15132530120481924]","[0.8235294117647061, 1.2760180995475112, 1.746606334841629, 1.18552036199095, 1.3484162895927603, 0.8416289592760182, 0.5520361990950224]"
1.0,0,1.0,3.0,"[0.5454545454545454, 0.36363636363636376]","[1.875, 0.25]","[-0.7057349397590362, -0.17342971887550207]","[1.2941176470588234, 1.076923076923077]"
